Year,World,Northern Hemisphere,Southern Hemisphere
2121,1410.04,1416.1,1403.98
2122,1422.43,1428.44,1416.42
2123,1434.76,1440.73,1428.79
2124,1447.01,1452.93,1441.09
2125,1459.19,1465.06,1453.32
2126,1471.29,1477.12,1465.46
2127,1483.32,1489.1,1477.54
2128,1495.28,1501.01,1489.55
2129,1507.16,1512.85,1501.47
2130,1518.96,1524.6,1513.32
2131,1530.68,1536.27,1525.09
2132,1542.32,1547.86,1536.77
2133,1553.88,1559.38,1548.38
2134,1565.36,1570.81,1559.91
2135,1576.76,1582.16,1571.36
2136,1588.08,1593.44,1582.72
2137,1599.31,1604.62,1594
2138,1610.45,1615.71,1605.19
2139,1621.51,1626.73,1616.29
2140,1632.49,1637.66,1627.32
2141,1643.38,1648.5,1638.26
2142,1654.17,1659.24,1649.09
2143,1664.88,1669.91,1659.85
2144,1675.51,1680.49,1670.53
2145,1686.04,1690.97,1681.11
2146,1696.48,1701.37,1691.59
2147,1706.82,1711.66,1701.98
2148,1717.08,1721.87,1712.29
2149,1727.24,1731.99,1722.49
2150,1737.32,1742.02,1732.62
2151,1747.29,1751.94,1742.64
2152,1757.17,1761.78,1752.56
2153,1766.95,1771.51,1762.39
2154,1776.64,1781.15,1772.13
2155,1786.22,1790.68,1781.76
2156,1795.7,1800.12,1791.28
2157,1805.08,1809.45,1800.71
2158,1814.36,1818.68,1810.04
2159,1823.54,1827.82,1819.26
2160,1832.61,1836.84,1828.38
2161,1841.58,1845.76,1837.4
2162,1850.46,1854.6,1846.32
2163,1859.22,1863.31,1855.13
2164,1867.89,1871.93,1863.85
2165,1876.45,1880.44,1872.46
2166,1884.9,1888.85,1880.95
2167,1893.24,1897.14,1889.34
2168,1901.49,1905.34,1897.64
2169,1909.62,1913.43,1905.81
2170,1917.65,1921.41,1913.89
2171,1925.58,1929.29,1921.87
2172,1933.4,1937.07,1929.73
2173,1941.11,1944.73,1937.49
2174,1948.71,1952.28,1945.14
2175,1956.21,1959.73,1952.69
2176,1963.6,1967.08,1960.12
2177,1970.88,1974.31,1967.45
2178,1978.05,1981.43,1974.67
2179,1985.11,1988.45,1981.77
2180,1992.07,1995.36,1988.78
2181,1998.93,2002.17,1995.69
2182,2005.67,2008.87,2002.47
2183,2012.3,2015.45,2009.15
2184,2018.83,2021.93,2015.73
2185,2025.25,2028.3,2022.2
2186,2031.56,2034.57,2028.55
2187,2037.76,2040.72,2034.8
2188,2043.85,2046.76,2040.94
2189,2049.81,2052.68,2046.94
2190,2055.66,2058.48,2052.84
2191,2061.42,2064.19,2058.65
2192,2067.09,2069.82,2064.36
2193,2072.64,2075.32,2069.96
2194,2078.06,2080.69,2075.43
2195,2083.38,2085.96,2080.8
2196,2088.59,2091.13,2086.05
2197,2093.68,2096.17,2091.19
2198,2098.67,2101.11,2096.23
2199,2103.54,2105.94,2101.14
2200,2108.31,2110.66,2105.96
2201,2112.96,2115.26,2110.66
2202,2117.51,2119.77,2115.25
2203,2121.95,2124.16,2119.74
2204,2126.27,2128.43,2124.11
2205,2130.49,2132.6,2128.38
2206,2134.59,2136.66,2132.52
2207,2138.6,2140.62,2136.58
2208,2142.48,2144.45,2140.51
2209,2146.26,2148.19,2144.33
2210,2149.93,2151.81,2148.05
2211,2153.48,2155.31,2151.65
2212,2156.92,2158.71,2155.13
2213,2160.24,2161.98,2158.5
2214,2163.46,2165.15,2161.77
2215,2166.57,2168.21,2164.93
2216,2169.58,2171.18,2167.98
2217,2172.48,2174.03,2170.93
2218,2175.27,2176.77,2173.77
2219,2177.93,2179.39,2176.47
2220,2180.49,2181.9,2179.08
2221,2182.95,2184.31,2181.59
2222,2185.29,2186.61,2183.97
2223,2187.52,2188.79,2186.25
2224,2189.65,2190.87,2188.43
2225,2191.67,2192.84,2190.5
2226,2193.57,2194.7,2192.44
2227,2195.33,2196.41,2194.25
2228,2197.01,2198.04,2195.98
2229,2198.59,2199.58,2197.6
2230,2200.07,2201.01,2199.13
2231,2201.43,2202.32,2200.54
2232,2202.66,2203.51,2201.81
2233,2203.79,2204.59,2202.99
2234,2204.81,2205.56,2204.06
2235,2205.73,2206.44,2205.02
2236,2206.53,2207.19,2205.87
2237,2207.23,2207.84,2206.62
2238,2207.81,2208.37,2207.25
2239,2208.29,2208.81,2207.77
2240,2208.65,2209.12,2208.18
2241,2208.91,2209.33,2208.49
2242,2209.07,2209.45,2208.69
2243,2209.11,2209.44,2208.78
2244,2209.03,2209.31,2208.75
2245,2208.84,2209.07,2208.6
2246,2208.57,2208.76,2208.38
2247,2208.19,2208.33,2208.05
2248,2207.69,2207.78,2207.6
2249,2207.07,2207.12,2207.02
2250,2206.35,2206.36,2206.34
2251,2205.52,2205.52,2205.52
2252,2204.64,2204.64,2204.64
2253,2203.75,2203.75,2203.75
2254,2202.86,2202.86,2202.86
2255,2201.97,2201.97,2201.97
2256,2201.1,2201.1,2201.1
2257,2200.22,2200.22,2200.22
2258,2199.34,2199.34,2199.34
2259,2198.44,2198.44,2198.44
2260,2197.54,2197.54,2197.54
2261,2196.63,2196.63,2196.63
2262,2195.73,2195.73,2195.73
2263,2194.83,2194.83,2194.83
2264,2193.95,2193.95,2193.95
2265,2193.06,2193.06,2193.06
2266,2192.16,2192.16,2192.16
2267,2191.25,2191.25,2191.25
2268,2190.34,2190.34,2190.34
2269,2189.43,2189.43,2189.43
2270,2188.53,2188.53,2188.53
2271,2187.62,2187.62,2187.62
2272,2186.72,2186.72,2186.72
2273,2185.82,2185.82,2185.82
2274,2184.9,2184.9,2184.9
2275,2183.99,2183.99,2183.99
2276,2183.09,2183.09,2183.09
2277,2182.19,2182.19,2182.19
2278,2181.29,2181.29,2181.29
2279,2180.4,2180.4,2180.4
2280,2179.5,2179.5,2179.5
2281,2178.6,2178.6,2178.6
2282,2177.7,2177.7,2177.7
2283,2176.8,2176.8,2176.8
2284,2175.91,2175.91,2175.91
2285,2175.01,2175.01,2175.01
2286,2174.12,2174.12,2174.12
2287,2173.23,2173.23,2173.23
2288,2172.34,2172.34,2172.34
2289,2171.46,2171.46,2171.46
2290,2170.57,2170.57,2170.57
2291,2169.68,2169.68,2169.68
2292,2168.79,2168.79,2168.79
2293,2167.91,2167.91,2167.91
2294,2167.03,2167.03,2167.03
2295,2166.14,2166.14,2166.14
2296,2165.27,2165.27,2165.27
2297,2164.4,2164.4,2164.4
2298,2163.52,2163.52,2163.52
2299,2162.63,2162.63,2162.63
2300,2161.74,2161.74,2161.74
2301,2160.87,2160.87,2160.87
2302,2160,2160,2160
2303,2159.14,2159.14,2159.14
2304,2158.27,2158.27,2158.27
2305,2157.4,2157.4,2157.4
2306,2156.53,2156.53,2156.53
2307,2155.66,2155.66,2155.66
2308,2154.79,2154.79,2154.79
2309,2153.92,2153.92,2153.92
2310,2153.06,2153.06,2153.06
2311,2152.22,2152.22,2152.22
2312,2151.37,2151.37,2151.37
2313,2150.52,2150.52,2150.52
2314,2149.66,2149.66,2149.66
2315,2148.81,2148.81,2148.81
2316,2147.95,2147.95,2147.95
2317,2147.09,2147.09,2147.09
2318,2146.24,2146.24,2146.24
2319,2145.39,2145.39,2145.39
2320,2144.54,2144.54,2144.54
2321,2143.7,2143.7,2143.7
2322,2142.86,2142.86,2142.86
2323,2142.02,2142.02,2142.02
2324,2141.17,2141.17,2141.17
2325,2140.31,2140.31,2140.31
2326,2139.46,2139.46,2139.46
2327,2138.62,2138.62,2138.62
2328,2137.8,2137.8,2137.8
2329,2136.96,2136.96,2136.96
2330,2136.14,2136.14,2136.14
2331,2135.32,2135.32,2135.32
2332,2134.47,2134.47,2134.47
2333,2133.62,2133.62,2133.62
2334,2132.8,2132.8,2132.8
2335,2131.99,2131.99,2131.99
2336,2131.14,2131.14,2131.14
2337,2130.29,2130.29,2130.29
2338,2129.47,2129.47,2129.47
2339,2128.65,2128.65,2128.65
2340,2127.83,2127.83,2127.83
2341,2127,2127,2127
2342,2126.18,2126.18,2126.18
2343,2125.38,2125.38,2125.38
2344,2124.57,2124.57,2124.57
2345,2123.75,2123.75,2123.75
2346,2122.92,2122.92,2122.92
2347,2122.1,2122.1,2122.1
2348,2121.29,2121.29,2121.29
2349,2120.48,2120.48,2120.48
2350,2119.67,2119.67,2119.67
2351,2118.86,2118.86,2118.86
2352,2118.05,2118.05,2118.05
2353,2117.24,2117.24,2117.24
2354,2116.43,2116.43,2116.43
2355,2115.63,2115.63,2115.63
2356,2114.82,2114.82,2114.82
2357,2114.02,2114.02,2114.02
2358,2113.21,2113.21,2113.21
2359,2112.41,2112.41,2112.41
2360,2111.6,2111.6,2111.6
2361,2110.81,2110.81,2110.81
2362,2110.01,2110.01,2110.01
2363,2109.22,2109.22,2109.22
2364,2108.42,2108.42,2108.42
2365,2107.62,2107.62,2107.62
2366,2106.83,2106.83,2106.83
2367,2106.03,2106.03,2106.03
2368,2105.24,2105.24,2105.24
2369,2104.45,2104.45,2104.45
2370,2103.66,2103.66,2103.66
2371,2102.88,2102.88,2102.88
2372,2102.09,2102.09,2102.09
2373,2101.3,2101.3,2101.3
2374,2100.53,2100.53,2100.53
2375,2099.74,2099.74,2099.74
2376,2098.95,2098.95,2098.95
2377,2098.17,2098.17,2098.17
2378,2097.39,2097.39,2097.39
2379,2096.61,2096.61,2096.61
2380,2095.83,2095.83,2095.83
2381,2095.04,2095.04,2095.04
2382,2094.26,2094.26,2094.26
2383,2093.49,2093.49,2093.49
2384,2092.73,2092.73,2092.73
2385,2091.95,2091.95,2091.95
2386,2091.17,2091.17,2091.17
2387,2090.39,2090.39,2090.39
2388,2089.62,2089.62,2089.62
2389,2088.87,2088.87,2088.87
2390,2088.09,2088.09,2088.09
2391,2087.3,2087.3,2087.3
2392,2086.55,2086.55,2086.55
2393,2085.8,2085.8,2085.8
2394,2085.03,2085.03,2085.03
2395,2084.25,2084.25,2084.25
2396,2083.48,2083.48,2083.48
2397,2082.73,2082.73,2082.73
2398,2081.97,2081.97,2081.97
2399,2081.23,2081.23,2081.23
2400,2080.48,2080.48,2080.48
2401,2079.7,2079.7,2079.7
2402,2078.95,2078.95,2078.95
2403,2078.22,2078.22,2078.22
2404,2077.46,2077.46,2077.46
2405,2076.69,2076.69,2076.69
2406,2075.94,2075.94,2075.94
2407,2075.19,2075.19,2075.19
2408,2074.44,2074.44,2074.44
2409,2073.69,2073.69,2073.69
2410,2072.95,2072.95,2072.95
2411,2072.2,2072.2,2072.2
2412,2071.44,2071.44,2071.44
2413,2070.71,2070.71,2070.71
2414,2069.97,2069.97,2069.97
2415,2069.22,2069.22,2069.22
2416,2068.48,2068.48,2068.48
2417,2067.74,2067.74,2067.74
2418,2067,2067,2067
2419,2066.26,2066.26,2066.26
2420,2065.53,2065.53,2065.53
2421,2064.79,2064.79,2064.79
2422,2064.05,2064.05,2064.05
2423,2063.32,2063.32,2063.32
2424,2062.59,2062.59,2062.59
2425,2061.86,2061.86,2061.86
2426,2061.13,2061.13,2061.13
2427,2060.4,2060.4,2060.4
2428,2059.66,2059.66,2059.66
2429,2058.93,2058.93,2058.93
2430,2058.21,2058.21,2058.21
2431,2057.49,2057.49,2057.49
2432,2056.77,2056.77,2056.77
2433,2056.05,2056.05,2056.05
2434,2055.32,2055.32,2055.32
2435,2054.6,2054.6,2054.6
2436,2053.87,2053.87,2053.87
2437,2053.14,2053.14,2053.14
2438,2052.42,2052.42,2052.42
2439,2051.7,2051.7,2051.7
2440,2050.98,2050.98,2050.98
2441,2050.26,2050.26,2050.26
2442,2049.55,2049.55,2049.55
2443,2048.83,2048.83,2048.83
2444,2048.12,2048.12,2048.12
2445,2047.41,2047.41,2047.41
2446,2046.7,2046.7,2046.7
2447,2045.98,2045.98,2045.98
2448,2045.28,2045.28,2045.28
2449,2044.58,2044.58,2044.58
2450,2043.88,2043.88,2043.88
2451,2043.17,2043.17,2043.17
2452,2042.46,2042.46,2042.46
2453,2041.75,2041.75,2041.75
2454,2041.05,2041.05,2041.05
2455,2040.36,2040.36,2040.36
2456,2039.65,2039.65,2039.65
2457,2038.94,2038.94,2038.94
2458,2038.24,2038.24,2038.24
2459,2037.55,2037.55,2037.55
2460,2036.86,2036.86,2036.86
2461,2036.15,2036.15,2036.15
2462,2035.45,2035.45,2035.45
2463,2034.75,2034.75,2034.75
2464,2034.06,2034.06,2034.06
2465,2033.37,2033.37,2033.37
2466,2032.69,2032.69,2032.69
2467,2032,2032,2032
2468,2031.3,2031.3,2031.3
2469,2030.6,2030.6,2030.6
2470,2029.92,2029.92,2029.92
2471,2029.24,2029.24,2029.24
2472,2028.55,2028.55,2028.55
2473,2027.85,2027.85,2027.85
2474,2027.16,2027.16,2027.16
2475,2026.47,2026.47,2026.47
2476,2025.79,2025.79,2025.79
2477,2025.11,2025.11,2025.11
2478,2024.43,2024.43,2024.43
2479,2023.74,2023.74,2023.74
2480,2023.07,2023.07,2023.07
2481,2022.42,2022.42,2022.42
2482,2021.72,2021.72,2021.72
2483,2021.04,2021.04,2021.04
2484,2020.4,2020.4,2020.4
2485,2019.7,2019.7,2019.7
2486,2019.02,2019.02,2019.02
2487,2018.37,2018.37,2018.37
2488,2017.67,2017.67,2017.67
2489,2016.99,2016.99,2016.99
2490,2016.35,2016.35,2016.35
2491,2015.68,2015.68,2015.68
2492,2015,2015,2015
2493,2014.33,2014.33,2014.33
2494,2013.67,2013.67,2013.67
2495,2013.01,2013.01,2013.01
2496,2012.34,2012.34,2012.34
2497,2011.67,2011.67,2011.67
2498,2011.01,2011.01,2011.01
2499,2010.36,2010.36,2010.36
2500,2010.02,2010.02,2010.02
